"
SQUADRA
","
P
","
P.G
","
V
","
P
","
P.S
","
P.Sub
","
D.P
","
V.Casa
","
V.Fuori
","
P.Casa
","
P.Fuori
"
"
S. Pio X
  Mantova
","
46
","
26
","
23
","
3
","
2031
","
1667
","
364
","
11
","
12
","
2
","
1
"
"
Junior
  Basket Curtatone
","
44
","
26
","
22
","
4
","
2088
","
1711
","
377
","
12
","
10
","
1
","
3
"
"
A. Dil.
  Basket Casalmaggiore
","
42
","
26
","
21
","
5
","
2086
","
1707
","
379
","
11
","
10
","
2
","
3
"
"
Tazio Magni
  Gussola
","
38
","
26
","
19
","
7
","
2033
","
1688
","
345
","
10
","
9
","
3
","
4
"
"
ASD CXO
  Basket
","
28
","
26
","
14
","
12
","
1892
","
1761
","
131
","
10
","
4
","
3
","
9
"
"
Ombriano
  Basket 2004
","
26
","
26
","
13
","
13
","
1820
","
1818
","
2
","
9
","
4
","
4
","
9
"
"
US
  Padernese Basket
","
26
","
26
","
13
","
13
","
1742
","
1771
","
-29
","
8
","
5
","
5
","
8
"
"
Ospitaletto
  Basket ASD
","
24
","
26
","
12
","
14
","
1775
","
1813
","
-38
","
8
","
4
","
5
","
9
"
"
A. Dil.
  Pontevico Basket
","
24
","
26
","
12
","
14
","
1920
","
2042
","
-122
","
7
","
5
","
6
","
8
"
"
ASD River
  Basket
","
22
","
26
","
11
","
15
","
1815
","
1825
","
-10
","
9
","
2
","
4
","
11
"
"
Basket
  Bancole
","
20
","
26
","
10
","
16
","
1889
","
2129
","
-240
","
8
","
2
","
5
","
11
"
"
AS Dil.
  Vanoli Young
","
18
","
26
","
9
","
17
","
1869
","
1969
","
-100
","
5
","
4
","
8
","
9
"
"
Vespa
  Basket ASD
","
4
","
26
","
2
","
24
","
1616
","
2085
","
-469
","
2
","
0
","
11
","
13
"
"
ASD
  Bedizzole Basket
","
2
","
26
","
1
","
25
","
1685
","
2275
","
-590
","
1
","
0
","
12
","
13
"
"
D
  Lombardia - Girone C
"
